unique_id,ds,AutoETS
A,2025-07-12 11:15:00,9398.506281806189
A,2025-07-12 11:30:00,9168.966504580289
A,2025-07-12 11:45:00,9062.432042015538
A,2025-07-12 12:00:00,9039.299902964178
A,2025-07-12 12:15:00,8892.56247649455
A,2025-07-12 12:30:00,8730.744911158263
A,2025-07-12 12:45:00,8837.159689391723
A,2025-07-12 13:00:00,8981.900985030552
A,2025-07-12 13:15:00,8892.419742902575
A,2025-07-12 13:30:00,8969.51379219194
A,2025-07-12 13:45:00,9062.91184230691
A,2025-07-12 14:00:00,9280.948624035316
A,2025-07-12 14:15:00,9267.402750815396
A,2025-07-12 14:30:00,9188.385394764813
A,2025-07-12 14:45:00,9007.147950779085
A,2025-07-12 15:00:00,9049.842161316466
A,2025-07-12 15:15:00,9183.188047669028
A,2025-07-12 15:30:00,9057.55218841817
A,2025-07-12 15:45:00,9010.78897844025
A,2025-07-12 16:00:00,9146.739394005215
A,2025-07-12 16:15:00,9342.669356317534
A,2025-07-12 16:30:00,9478.9611395163
A,2025-07-12 16:45:00,9651.855135216543
A,2025-07-12 17:00:00,10300.27561687335
A,2025-07-12 17:15:00,10456.87281815232
A,2025-07-12 17:30:00,10392.124718128402
A,2025-07-12 17:45:00,10720.252164621143
A,2025-07-12 18:00:00,11115.685368488119
A,2025-07-12 18:15:00,11451.264536171155
A,2025-07-12 18:30:00,11873.502642070931
A,2025-07-12 18:45:00,12283.695875035231
A,2025-07-12 19:00:00,12861.057373359203
A,2025-07-12 19:15:00,13249.034746737168
A,2025-07-12 19:30:00,13572.953080770589
A,2025-07-12 19:45:00,13869.52999309183
A,2025-07-12 20:00:00,14209.227935327664
A,2025-07-12 20:15:00,14900.000357391831
A,2025-07-12 20:30:00,15127.787720278055
A,2025-07-12 20:45:00,15338.179998062127
A,2025-07-12 21:00:00,15113.246083072154
A,2025-07-12 21:15:00,14877.774638901663
A,2025-07-12 21:30:00,14307.62061652344
A,2025-07-12 21:45:00,13842.034383230744
A,2025-07-12 22:00:00,13542.231322144647
A,2025-07-12 22:15:00,12851.766889902943
A,2025-07-12 22:30:00,12114.382340214408
A,2025-07-12 22:45:00,10933.040565118527
A,2025-07-12 23:00:00,9388.914789906157
A,2025-07-12 23:15:00,7795.30773747628
A,2025-07-12 23:30:00,6330.582877753659
A,2025-07-12 23:45:00,4870.392526518306
A,2025-07-13 00:00:00,4915.335681527938
A,2025-07-13 00:15:00,3258.3425940664342
A,2025-07-13 00:30:00,2174.25781178305
A,2025-07-13 00:45:00,1356.2561883422852
A,2025-07-13 01:00:00,1004.8504429574626
A,2025-07-13 01:15:00,821.148853077495
A,2025-07-13 01:30:00,720.1620520457651
A,2025-07-13 01:45:00,639.3293655565318
A,2025-07-13 02:00:00,568.3984278362987
A,2025-07-13 02:15:00,525.8277325529746
A,2025-07-13 02:30:00,477.2358666021344
A,2025-07-13 02:45:00,460.4523858980079
A,2025-07-13 03:00:00,435.2050077136666
A,2025-07-13 03:15:00,414.0360555896355
A,2025-07-13 03:30:00,397.792644043537
A,2025-07-13 03:45:00,390.2643649638793
A,2025-07-13 04:00:00,418.18611261882046
A,2025-07-13 04:15:00,431.63500941769433
A,2025-07-13 04:30:00,487.18717495063953
A,2025-07-13 04:45:00,568.7837311910599
A,2025-07-13 05:00:00,698.9012848111215
A,2025-07-13 05:15:00,880.9386911523026
A,2025-07-13 05:30:00,1153.2803992249
A,2025-07-13 05:45:00,1452.8419257100034
A,2025-07-13 06:00:00,1814.064356193371
A,2025-07-13 06:15:00,2235.004149183492
A,2025-07-13 06:30:00,2714.5265745664283
A,2025-07-13 06:45:00,3222.203471906741
A,2025-07-13 07:00:00,3872.374728226042
A,2025-07-13 07:15:00,4405.842927477566
A,2025-07-13 07:30:00,5155.327247698126
A,2025-07-13 07:45:00,5680.34282467016
A,2025-07-13 08:00:00,6329.29622086264
A,2025-07-13 08:15:00,6825.580868320101
A,2025-07-13 08:30:00,7122.712978445833
A,2025-07-13 08:45:00,7375.4838409540025
A,2025-07-13 09:00:00,7876.346718163562
A,2025-07-13 09:15:00,9044.077829860345
A,2025-07-13 09:30:00,9512.183727600515
A,2025-07-13 09:45:00,9626.186141971544
A,2025-07-13 10:00:00,10016.518807078552
A,2025-07-13 10:15:00,9750.086640077667
A,2025-07-13 10:30:00,9619.63767174496
A,2025-07-13 10:45:00,9481.660730402671
A,2025-07-13 11:00:00,9635.59857404817
A,2025-07-13 11:15:00,9397.892708073969
A,2025-07-13 11:30:00,9168.38214734539
A,2025-07-13 11:45:00,9061.868205873818
A,2025-07-13 12:00:00,9038.750876796996
A,2025-07-13 12:15:00,8892.035203818137
A,2025-07-13 12:30:00,8730.239540845312
A,2025-07-13 12:45:00,8836.66032081761
A,2025-07-13 13:00:00,8981.405504219645
A,2025-07-13 13:15:00,8891.940860812449
A,2025-07-13 13:30:00,8969.042242353595
A,2025-07-13 13:45:00,9062.446710000928
A,2025-07-13 14:00:00,9280.483625952604
A,2025-07-13 14:15:00,9266.949470489799
A,2025-07-13 14:30:00,9187.946664022875
A,2025-07-13 14:45:00,9006.728098817857
A,2025-07-13 15:00:00,9049.430348446962
A,2025-07-13 15:15:00,9182.78010192947
A,2025-07-13 15:30:00,9057.15938995664
A,2025-07-13 15:45:00,9010.407498456389
A,2025-07-13 16:00:00,9146.361364898592
A,2025-07-13 16:15:00,9342.29240965154
A,2025-07-13 16:30:00,9478.587786505535
A,2025-07-13 16:45:00,9651.484010658995
A,2025-07-13 17:00:00,10299.88897603691
A,2025-07-13 17:15:00,10456.489631233244
A,2025-07-13 17:30:00,10391.752957693148
A,2025-07-13 17:45:00,10719.877783635784
A,2025-07-13 18:00:00,11115.306407078471
A,2025-07-13 18:15:00,11450.8834158159
A,2025-07-13 18:30:00,11873.116864031439
A,2025-07-13 18:45:00,12283.306258256709
A,2025-07-13 19:00:00,12860.659142221484
A,2025-07-13 19:15:00,13248.63425577736
A,2025-07-13 19:30:00,13572.55255288167
A,2025-07-13 19:45:00,13869.13044405356
A,2025-07-13 20:00:00,14208.828332314102
A,2025-07-13 20:15:00,14899.591290362185
A,2025-07-13 20:30:00,15127.382273791538
A,2025-07-13 20:45:00,15337.778686319629
A,2025-07-13 21:00:00,15112.860057828415
A,2025-07-13 21:15:00,14877.40366288022
A,2025-07-13 21:30:00,14307.272339208697
A,2025-07-13 21:45:00,13841.705450113826
A,2025-07-13 22:00:00,13541.917164373726
A,2025-07-13 22:15:00,12851.475838084103
A,2025-07-13 22:30:00,12114.114510566305
A,2025-07-13 22:45:00,10932.804599772195
A,2025-07-13 23:00:00,9388.716968831628
A,2025-07-13 23:15:00,7795.147398054974
A,2025-07-13 23:30:00,6330.455761632684
A,2025-07-13 23:45:00,4870.297055670259
A,2025-07-14 00:00:00,4915.241620465696
A,2025-07-14 00:15:00,3258.2817240637937
A,2025-07-14 00:30:00,2174.218159564616
A,2025-07-14 00:45:00,1356.2320421832212
A,2025-07-14 01:00:00,1004.8329783984452
A,2025-07-14 01:15:00,821.134920612658
A,2025-07-14 01:30:00,720.1501235366937
A,2025-07-14 01:45:00,639.3190277012109
A,2025-07-14 02:00:00,568.389455438337
A,2025-07-14 02:15:00,525.8196294938391
A,2025-07-14 02:30:00,477.22868719709476
A,2025-07-14 02:45:00,460.4456236675922
A,2025-07-14 03:00:00,435.1987682253424
A,2025-07-14 03:15:00,414.0302607274971
A,2025-07-14 03:30:00,397.78720889339644
A,2025-07-14 03:45:00,390.25915945076076
A,2025-07-14 04:00:00,418.180667290097
A,2025-07-14 04:15:00,431.6295225940028
A,2025-07-14 04:30:00,487.18112920272347
A,2025-07-14 04:45:00,568.7768406837603
A,2025-07-14 05:00:00,698.8930193000466
A,2025-07-14 05:15:00,880.9285204861606
A,2025-07-14 05:30:00,1153.267400867806
A,2025-07-14 05:45:00,1452.8259403745417
A,2025-07-14 06:00:00,1814.044870946302
A,2025-07-14 06:15:00,2234.9807132964856
A,2025-07-14 06:30:00,2714.498787225281
A,2025-07-14 06:45:00,3222.1712719202947
A,2025-07-14 07:00:00,3872.3369510112134
A,2025-07-14 07:15:00,4405.800967871849
A,2025-07-14 07:30:00,5155.279317584825
A,2025-07-14 07:45:00,5680.291268981541
A,2025-07-14 08:00:00,6329.240140954608
A,2025-07-14 08:15:00,6825.52182900474
A,2025-07-14 08:30:00,7122.652833801038
A,2025-07-14 08:45:00,7375.423042594761
A,2025-07-14 09:00:00,7876.283334696553
A,2025-07-14 09:15:00,9044.006779664818
A,2025-07-14 09:30:00,9512.110776636298
A,2025-07-14 09:45:00,9626.114071912005
A,2025-07-14 10:00:00,10016.445597609973
A,2025-07-14 10:15:00,9750.017072202998
A,2025-07-14 10:30:00,9619.570666501193
A,2025-07-14 10:45:00,9481.596256448829
A,2025-07-14 11:00:00,9635.534611109899
A,2025-07-14 11:15:00,9397.831806291551
A,2025-07-14 11:30:00,9168.324145469385
A,2025-07-14 11:45:00,9061.812240824935
A,2025-07-14 12:00:00,9038.696381707032
A,2025-07-14 12:15:00,8891.982867888702
A,2025-07-14 12:30:00,8730.18937885757
A,2025-07-14 12:45:00,8836.61075451227
A,2025-07-14 13:00:00,8981.356323769427
A,2025-07-14 13:15:00,8891.893327884323
A,2025-07-14 13:30:00,8968.995437177939
A,2025-07-14 13:45:00,9062.400541786094
A,2025-07-14 14:00:00,9280.437471029578
A,2025-07-14 14:15:00,9266.904478622064
A,2025-07-14 14:30:00,9187.90311629531
A,2025-07-14 14:45:00,9006.686424942549
A,2025-07-14 15:00:00,9049.38947249493
A,2025-07-14 15:15:00,9182.739609799104
A,2025-07-14 15:30:00,9057.120401301527
A,2025-07-14 15:45:00,9010.36963323692
A,2025-07-14 16:00:00,9146.323842188063
A,2025-07-14 16:15:00,9342.254994362547
A,2025-07-14 16:30:00,9478.550727899054
A,2025-07-14 16:45:00,9651.447173227352
A,2025-07-14 17:00:00,10299.850598456525
A,2025-07-14 17:15:00,10456.451596466566
A,2025-07-14 17:30:00,10391.716057090644
A,2025-07-14 17:45:00,10719.840622902488
A,2025-07-14 18:00:00,11115.268791679047
A,2025-07-14 18:15:00,11450.845586104451
A,2025-07-14 18:30:00,11873.078571985203
A,2025-07-14 18:45:00,12283.267585163623
A,2025-07-14 19:00:00,12860.619614056654
A,2025-07-14 19:15:00,13248.594503287966
A,2025-07-14 19:30:00,13572.512796711011
A,2025-07-14 19:45:00,13869.090785027767
A,2025-07-14 20:00:00,14208.788667915818
A,2025-07-14 20:15:00,14899.550686555402
A,2025-07-14 20:30:00,15127.34202934378
A,2025-07-14 20:45:00,15337.73885227087
A,2025-07-14 21:00:00,15112.821741098523
A,2025-07-14 21:15:00,14877.36683991855
A,2025-07-14 21:30:00,14307.237769302159
A,2025-07-14 21:45:00,13841.672800296437
A,2025-07-14 22:00:00,13541.885981143734
A,2025-07-14 22:15:00,12851.446948336981
A,2025-07-14 22:30:00,12114.087925839483
A,2025-07-14 22:45:00,10932.781177883959
A,2025-07-14 23:00:00,9388.697333133096
A,2025-07-14 23:15:00,7795.131482776916
A,2025-07-14 23:30:00,6330.443144093352
A,2025-07-14 23:45:00,4870.28757923653
A,2025-07-15 00:00:00,4915.232283964875
A,2025-07-15 00:15:00,3258.2756821059606
A,2025-07-15 00:30:00,2174.2142236835607
A,2025-07-15 00:45:00,1356.2296454337725
A,2025-07-15 01:00:00,1004.8312448646842
A,2025-07-15 01:15:00,821.1335376745816
A,2025-07-15 01:30:00,720.1489395112367
A,2025-07-15 01:45:00,639.3180015640424
A,2025-07-15 02:00:00,568.3885648364958
A,2025-07-15 02:15:00,525.8188251825608
A,2025-07-15 02:30:00,477.2279745677641
A,2025-07-15 02:45:00,460.4449524469749
A,2025-07-15 03:00:00,435.19814889211193
A,2025-07-15 03:15:00,414.0296855278695
A,2025-07-15 03:30:00,397.78666939878315
A,2025-07-15 03:45:00,390.2586427498941
A,2025-07-15 04:00:00,418.1801267849639
A,2025-07-15 04:15:00,431.6289779699727
A,2025-07-15 04:30:00,487.1805290995805
A,2025-07-15 04:45:00,568.776156729382
A,2025-07-15 05:00:00,698.89219886214
A,2025-07-15 05:15:00,880.9275109416507
A,2025-07-15 05:30:00,1153.266110645333
A,2025-07-15 05:45:00,1452.8243536630873
A,2025-07-15 06:00:00,1814.0429368317982
A,2025-07-15 06:15:00,2234.9783870393353
A,2025-07-15 06:30:00,2714.4960290403706
A,2025-07-15 06:45:00,3222.168075733652
A,2025-07-15 07:00:00,3872.333201225623
A,2025-07-15 07:15:00,4405.796802939476
A,2025-07-15 07:30:00,5155.274560016162
A,2025-07-15 07:45:00,5680.286151535712
A,2025-07-15 08:00:00,6329.234574431627
A,2025-07-15 08:15:00,6825.515968728656
A,2025-07-15 08:30:00,7122.646863808649
A,2025-07-15 08:45:00,7375.4170077136305
A,2025-07-15 09:00:00,7876.277043215418
A,2025-07-15 09:15:00,9043.999727178847
A,2025-07-15 09:30:00,9512.103535478122
A,2025-07-15 09:45:00,9626.106918192256
A,2025-07-15 10:00:00,10016.43833079105
A,2025-07-15 10:15:00,9750.010166850368
A,2025-07-15 10:30:00,9619.564015516358
A,2025-07-15 10:45:00,9481.589856720926
A,2025-07-15 11:00:00,9635.52826210518
A,2025-07-15 11:15:00,9397.825761138718
A,2025-07-15 11:30:00,9168.31838816277
A,2025-07-15 11:45:00,9061.806685694739
A,2025-07-15 12:00:00,9038.69097248556
A,2025-07-15 12:15:00,8891.977672986633
A,2025-07-15 12:30:00,8730.184399742138
A,2025-07-15 12:45:00,8836.605834524336
A,2025-07-15 13:00:00,8981.351442081399
A,2025-07-15 13:15:00,8891.888609730226
A,2025-07-15 13:30:00,8968.99079126077
A,2025-07-15 13:45:00,9062.395959093828
A,2025-07-15 14:00:00,9280.432889656362
A,2025-07-15 14:15:00,9266.900012694321
A,2025-07-15 14:30:00,9187.898793713768
A,2025-07-15 14:45:00,9006.682288360793
A,2025-07-15 15:00:00,9049.385415115423
A,2025-07-15 15:15:00,9182.735590517805
A,2025-07-15 15:30:00,9057.11653125616
A,2025-07-15 15:45:00,9010.365874704472
A,2025-07-15 16:00:00,9146.320117653127
A,2025-07-15 16:15:00,9342.25128049016
A,2025-07-15 16:30:00,9478.547049431074
A,2025-07-15 16:45:00,9651.443516713183
A,2025-07-15 17:00:00,10299.84678906572
A,2025-07-15 17:15:00,10456.447821103553
A,2025-07-15 17:30:00,10391.712394305547
A,2025-07-15 17:45:00,10719.836934296418
A,2025-07-15 18:00:00,11115.265057942263
A,2025-07-15 18:15:00,11450.841831094702
A,2025-07-15 18:30:00,11873.074771083542
A,2025-07-15 18:45:00,12283.263746438759
A,2025-07-15 19:00:00,12860.615690456463
B,2025-07-11 00:15:00,0.0
B,2025-07-11 00:30:00,0.0
B,2025-07-11 00:45:00,0.0
B,2025-07-11 01:00:00,0.0
B,2025-07-11 01:15:00,0.0
B,2025-07-11 01:30:00,0.0
B,2025-07-11 01:45:00,0.0
B,2025-07-11 02:00:00,0.0
B,2025-07-11 02:15:00,0.0
B,2025-07-11 02:30:00,0.0
B,2025-07-11 02:45:00,0.0
B,2025-07-11 03:00:00,0.0
B,2025-07-11 03:15:00,0.0
B,2025-07-11 03:30:00,0.0
B,2025-07-11 03:45:00,0.0
B,2025-07-11 04:00:00,0.0
B,2025-07-11 04:15:00,0.0
B,2025-07-11 04:30:00,0.0
B,2025-07-11 04:45:00,0.0
B,2025-07-11 05:00:00,0.0
B,2025-07-11 05:15:00,0.0
B,2025-07-11 05:30:00,0.0
B,2025-07-11 05:45:00,0.0
B,2025-07-11 06:00:00,0.0
B,2025-07-11 06:15:00,0.0
B,2025-07-11 06:30:00,0.0
B,2025-07-11 06:45:00,0.0
B,2025-07-11 07:00:00,0.0
B,2025-07-11 07:15:00,0.0
B,2025-07-11 07:30:00,0.0
B,2025-07-11 07:45:00,0.0
B,2025-07-11 08:00:00,0.0
B,2025-07-11 08:15:00,0.0
B,2025-07-11 08:30:00,0.0
B,2025-07-11 08:45:00,0.0
B,2025-07-11 09:00:00,0.0
B,2025-07-11 09:15:00,0.0
B,2025-07-11 09:30:00,0.0
B,2025-07-11 09:45:00,0.0
B,2025-07-11 10:00:00,0.0
B,2025-07-11 10:15:00,0.0
B,2025-07-11 10:30:00,0.0
B,2025-07-11 10:45:00,0.0
B,2025-07-11 11:00:00,0.0
B,2025-07-11 11:15:00,0.0
B,2025-07-11 11:30:00,0.0
B,2025-07-11 11:45:00,0.0
B,2025-07-11 12:00:00,0.0
B,2025-07-11 12:15:00,0.0
B,2025-07-11 12:30:00,0.0
B,2025-07-11 12:45:00,0.0
B,2025-07-11 13:00:00,0.0
B,2025-07-11 13:15:00,0.0
B,2025-07-11 13:30:00,0.0
B,2025-07-11 13:45:00,0.0
B,2025-07-11 14:00:00,0.0
B,2025-07-11 14:15:00,0.0
B,2025-07-11 14:30:00,0.0
B,2025-07-11 14:45:00,0.0
B,2025-07-11 15:00:00,0.0
B,2025-07-11 15:15:00,0.0
B,2025-07-11 15:30:00,0.0
B,2025-07-11 15:45:00,0.0
B,2025-07-11 16:00:00,0.0
B,2025-07-11 16:15:00,0.0
B,2025-07-11 16:30:00,0.0
B,2025-07-11 16:45:00,0.0
B,2025-07-11 17:00:00,0.0
B,2025-07-11 17:15:00,0.0
B,2025-07-11 17:30:00,0.0
B,2025-07-11 17:45:00,0.0
B,2025-07-11 18:00:00,0.0
B,2025-07-11 18:15:00,0.0
B,2025-07-11 18:30:00,0.0
B,2025-07-11 18:45:00,0.0
B,2025-07-11 19:00:00,0.0
B,2025-07-11 19:15:00,0.0
B,2025-07-11 19:30:00,0.0
B,2025-07-11 19:45:00,0.0
B,2025-07-11 20:00:00,0.0
B,2025-07-11 20:15:00,0.0
B,2025-07-11 20:30:00,0.0
B,2025-07-11 20:45:00,0.0
B,2025-07-11 21:00:00,0.0
B,2025-07-11 21:15:00,0.0
B,2025-07-11 21:30:00,0.0
B,2025-07-11 21:45:00,0.0
B,2025-07-11 22:00:00,0.0
B,2025-07-11 22:15:00,0.0
B,2025-07-11 22:30:00,0.0
B,2025-07-11 22:45:00,0.0
B,2025-07-11 23:00:00,0.0
B,2025-07-11 23:15:00,0.0
B,2025-07-11 23:30:00,0.0
B,2025-07-11 23:45:00,0.0
B,2025-07-12 00:00:00,0.0
B,2025-07-12 00:15:00,0.0
B,2025-07-12 00:30:00,0.0
B,2025-07-12 00:45:00,0.0
B,2025-07-12 01:00:00,0.0
B,2025-07-12 01:15:00,0.0
B,2025-07-12 01:30:00,0.0
B,2025-07-12 01:45:00,0.0
B,2025-07-12 02:00:00,0.0
B,2025-07-12 02:15:00,0.0
B,2025-07-12 02:30:00,0.0
B,2025-07-12 02:45:00,0.0
B,2025-07-12 03:00:00,0.0
B,2025-07-12 03:15:00,0.0
B,2025-07-12 03:30:00,0.0
B,2025-07-12 03:45:00,0.0
B,2025-07-12 04:00:00,0.0
B,2025-07-12 04:15:00,0.0
B,2025-07-12 04:30:00,0.0
B,2025-07-12 04:45:00,0.0
B,2025-07-12 05:00:00,0.0
B,2025-07-12 05:15:00,0.0
B,2025-07-12 05:30:00,0.0
B,2025-07-12 05:45:00,0.0
B,2025-07-12 06:00:00,0.0
B,2025-07-12 06:15:00,0.0
B,2025-07-12 06:30:00,0.0
B,2025-07-12 06:45:00,0.0
B,2025-07-12 07:00:00,0.0
B,2025-07-12 07:15:00,0.0
B,2025-07-12 07:30:00,0.0
B,2025-07-12 07:45:00,0.0
B,2025-07-12 08:00:00,0.0
B,2025-07-12 08:15:00,0.0
B,2025-07-12 08:30:00,0.0
B,2025-07-12 08:45:00,0.0
B,2025-07-12 09:00:00,0.0
B,2025-07-12 09:15:00,0.0
B,2025-07-12 09:30:00,0.0
B,2025-07-12 09:45:00,0.0
B,2025-07-12 10:00:00,0.0
B,2025-07-12 10:15:00,0.0
B,2025-07-12 10:30:00,0.0
B,2025-07-12 10:45:00,0.0
B,2025-07-12 11:00:00,0.0
B,2025-07-12 11:15:00,0.0
B,2025-07-12 11:30:00,0.0
B,2025-07-12 11:45:00,0.0
B,2025-07-12 12:00:00,0.0
B,2025-07-12 12:15:00,0.0
B,2025-07-12 12:30:00,0.0
B,2025-07-12 12:45:00,0.0
B,2025-07-12 13:00:00,0.0
B,2025-07-12 13:15:00,0.0
B,2025-07-12 13:30:00,0.0
B,2025-07-12 13:45:00,0.0
B,2025-07-12 14:00:00,0.0
B,2025-07-12 14:15:00,0.0
B,2025-07-12 14:30:00,0.0
B,2025-07-12 14:45:00,0.0
B,2025-07-12 15:00:00,0.0
B,2025-07-12 15:15:00,0.0
B,2025-07-12 15:30:00,0.0
B,2025-07-12 15:45:00,0.0
B,2025-07-12 16:00:00,0.0
B,2025-07-12 16:15:00,0.0
B,2025-07-12 16:30:00,0.0
B,2025-07-12 16:45:00,0.0
B,2025-07-12 17:00:00,0.0
B,2025-07-12 17:15:00,0.0
B,2025-07-12 17:30:00,0.0
B,2025-07-12 17:45:00,0.0
B,2025-07-12 18:00:00,0.0
B,2025-07-12 18:15:00,0.0
B,2025-07-12 18:30:00,0.0
B,2025-07-12 18:45:00,0.0
B,2025-07-12 19:00:00,0.0
B,2025-07-12 19:15:00,0.0
B,2025-07-12 19:30:00,0.0
B,2025-07-12 19:45:00,0.0
B,2025-07-12 20:00:00,0.0
B,2025-07-12 20:15:00,0.0
